序号,起始SOC(%),结束SOC(%),SOC增量(%),预测时长(分钟),预测时长(小时)
3624,47,52,5,7.94,0.132
3625,47,53,6,8.53,0.142
3626,47,54,7,8.53,0.142
3627,47,55,8,8.51,0.142
3628,47,56,9,8.51,0.142
3629,47,57,10,8.51,0.142
3630,47,58,11,8.51,0.142
3631,47,59,12,8.51,0.142
3632,47,60,13,15.05,0.251
3633,47,61,14,15.05,0.251
3634,47,62,15,15.05,0.251
3635,47,63,16,15.05,0.251
3636,47,64,17,15.05,0.251
3637,47,65,18,17.92,0.299
3638,47,66,19,17.92,0.299
3639,47,67,20,17.92,0.299
3640,47,68,21,16.91,0.282
3641,47,69,22,16.91,0.282
3642,47,70,23,21.2,0.353
3643,47,71,24,21.2,0.353
3644,47,72,25,21.2,0.353
3645,47,73,26,22.63,0.377
3646,47,74,27,22.63,0.377
3647,47,75,28,24.91,0.415
3648,47,76,29,24.91,0.415
3649,47,77,30,24.91,0.415
3650,47,78,31,24.91,0.415
3651,47,79,32,24.91,0.415
3652,47,80,33,31.43,0.524
3653,47,81,34,31.43,0.524
3654,47,82,35,31.43,0.524
3655,47,83,36,31.43,0.524
3656,47,84,37,31.43,0.524
3657,47,85,38,34.52,0.575
3658,47,86,39,34.52,0.575
3659,47,87,40,34.52,0.575
3660,47,88,41,34.52,0.575
3661,47,89,42,34.52,0.575
3662,47,90,43,38.16,0.636
3663,47,91,44,38.16,0.636
3664,47,92,45,38.16,0.636
3665,47,93,46,38.16,0.636
3666,47,94,47,38.16,0.636
3667,47,95,48,42.03,0.7
3668,47,96,49,42.03,0.7
3669,47,97,50,42.03,0.7
3670,47,98,51,42.62,0.71
3671,47,99,52,42.62,0.71
3672,47,100,53,46.34,0.772
3673,48,49,1,7.94,0.132
3674,48,50,2,7.94,0.132
3675,48,51,3,7.94,0.132
3676,48,52,4,7.94,0.132
3677,48,53,5,8.53,0.142
3678,48,54,6,8.53,0.142
3679,48,55,7,8.53,0.142
3680,48,56,8,8.51,0.142
3681,48,57,9,8.51,0.142
3682,48,58,10,8.51,0.142
3683,48,59,11,8.51,0.142
3684,48,60,12,9,0.15
3685,48,61,13,15.05,0.251
3686,48,62,14,15.05,0.251
3687,48,63,15,15.05,0.251
3688,48,64,16,15.05,0.251
3689,48,65,17,15.05,0.251
3690,48,66,18,17.42,0.29
3691,48,67,19,17.42,0.29
3692,48,68,20,16.41,0.274
3693,48,69,21,16.41,0.274
3694,48,70,22,16.41,0.274
3695,48,71,23,21.16,0.353
3696,48,72,24,21.16,0.353
3697,48,73,25,22.6,0.377
3698,48,74,26,22.6,0.377
3699,48,75,27,22.6,0.377
3700,48,76,28,24.75,0.413
3701,48,77,29,24.75,0.413
3702,48,78,30,24.75,0.413
3703,48,79,31,24.75,0.413
3704,48,80,32,24.75,0.413
3705,48,81,33,31.43,0.524
3706,48,82,34,31.43,0.524
3707,48,83,35,31.43,0.524
3708,48,84,36,31.43,0.524
3709,48,85,37,31.37,0.523
3710,48,86,38,34.52,0.575
3711,48,87,39,34.52,0.575
3712,48,88,40,34.52,0.575
3713,48,89,41,34.52,0.575
3714,48,90,42,34.52,0.575
3715,48,91,43,38.16,0.636
3716,48,92,44,38.16,0.636
3717,48,93,45,38.16,0.636
3718,48,94,46,38.16,0.636
3719,48,95,47,38.16,0.636
3720,48,96,48,42.03,0.7
3721,48,97,49,42.03,0.7
3722,48,98,50,42.62,0.71
3723,48,99,51,42.62,0.71
3724,48,100,52,42.62,0.71
3725,49,50,1,7.94,0.132
3726,49,51,2,7.94,0.132
3727,49,52,3,7.94,0.132
3728,49,53,4,8.53,0.142
3729,49,54,5,8.53,0.142
3730,49,55,6,8.53,0.142
3731,49,56,7,8.53,0.142
3732,49,57,8,8.51,0.142
3733,49,58,9,8.51,0.142
3734,49,59,10,8.51,0.142
3735,49,60,11,9,0.15
3736,49,61,12,9,0.15
3737,49,62,13,15.05,0.251
3738,49,63,14,15.05,0.251
3739,49,64,15,15.05,0.251
3740,49,65,16,15.05,0.251
3741,49,66,17,15.05,0.251
3742,49,67,18,17.42,0.29
3743,49,68,19,16.41,0.274
3744,49,69,20,16.41,0.274
3745,49,70,21,16.41,0.274
3746,49,71,22,16.41,0.274
3747,49,72,23,21.16,0.353
3748,49,73,24,22.6,0.377
3749,49,74,25,22.6,0.377
3750,49,75,26,22.6,0.377
3751,49,76,27,22.6,0.377
3752,49,77,28,24.75,0.413
3753,49,78,29,24.75,0.413
3754,49,79,30,24.75,0.413
3755,49,80,31,24.75,0.413
3756,49,81,32,24.75,0.413
3757,49,82,33,31.43,0.524
3758,49,83,34,31.43,0.524
3759,49,84,35,31.43,0.524
3760,49,85,36,31.37,0.523
3761,49,86,37,31.37,0.523
3762,49,87,38,34.52,0.575
3763,49,88,39,34.52,0.575
3764,49,89,40,34.52,0.575
3765,49,90,41,34.52,0.575
3766,49,91,42,34.52,0.575
3767,49,92,43,38.16,0.636
3768,49,93,44,38.16,0.636
3769,49,94,45,38.16,0.636
3770,49,95,46,38.16,0.636
3771,49,96,47,38.16,0.636
3772,49,97,48,42.03,0.7
3773,49,98,49,42.62,0.71
3774,49,99,50,42.62,0.71
3775,49,100,51,42.62,0.71
3776,50,51,1,7.94,0.132
3777,50,52,2,7.94,0.132
3778,50,53,3,8.53,0.142
3779,50,54,4,8.53,0.142
3780,50,55,5,8.53,0.142
3781,50,56,6,8.53,0.142
3782,50,57,7,8.53,0.142
3783,50,58,8,8.51,0.142
3784,50,59,9,8.51,0.142
3785,50,60,10,9,0.15
3786,50,61,11,9,0.15
3787,50,62,12,9,0.15
3788,50,63,13,15.05,0.251
3789,50,64,14,15.05,0.251
3790,50,65,15,15.05,0.251
3791,50,66,16,15.05,0.251
3792,50,67,17,15.05,0.251
3793,50,68,18,16.41,0.274
3794,50,69,19,16.41,0.274
3795,50,70,20,16.41,0.274
3796,50,71,21,16.41,0.274
3797,50,72,22,16.41,0.274
3798,50,73,23,22.6,0.377
3799,50,74,24,22.6,0.377
3800,50,75,25,22.6,0.377
3801,50,76,26,22.6,0.377
3802,50,77,27,22.6,0.377
3803,50,78,28,24.75,0.413
3804,50,79,29,24.75,0.413
3805,50,80,30,24.75,0.413
3806,50,81,31,24.75,0.413
3807,50,82,32,24.75,0.413
3808,50,83,33,31.43,0.524
3809,50,84,34,31.43,0.524
3810,50,85,35,31.37,0.523
3811,50,86,36,31.37,0.523
3812,50,87,37,31.37,0.523
3813,50,88,38,34.52,0.575
3814,50,89,39,34.52,0.575
3815,50,90,40,34.52,0.575
3816,50,91,41,34.52,0.575
3817,50,92,42,34.52,0.575
3818,50,93,43,38.16,0.636
3819,50,94,44,38.16,0.636
3820,50,95,45,38.16,0.636
3821,50,96,46,38.16,0.636
3822,50,97,47,38.16,0.636
3823,50,98,48,42.62,0.71
3824,50,99,49,42.62,0.71
3825,50,100,50,42.62,0.71
3826,51,52,1,7.94,0.132
3827,51,53,2,8.53,0.142
3828,51,54,3,8.53,0.142
3829,51,55,4,8.53,0.142
3830,51,56,5,8.53,0.142
3831,51,57,6,8.53,0.142
3832,51,58,7,8.53,0.142
3833,51,59,8,8.51,0.142
3834,51,60,9,9,0.15
3835,51,61,10,9,0.15
3836,51,62,11,9,0.15
3837,51,63,12,9,0.15
3838,51,64,13,15.05,0.251
3839,51,65,14,15.05,0.251
3840,51,66,15,15.05,0.251
3841,51,67,16,15.05,0.251
3842,51,68,17,14.04,0.234
3843,51,69,18,16.41,0.274
3844,51,70,19,16.41,0.274
3845,51,71,20,16.41,0.274
3846,51,72,21,16.41,0.274
3847,51,73,22,17.84,0.297
3848,51,74,23,22.6,0.377
3849,51,75,24,22.6,0.377
3850,51,76,25,22.6,0.377
3851,51,77,26,22.6,0.377
3852,51,78,27,22.6,0.377
3853,51,79,28,24.75,0.413
3854,51,80,29,24.75,0.413
3855,51,81,30,24.75,0.413
3856,51,82,31,24.75,0.413
3857,51,83,32,24.75,0.413
3858,51,84,33,31.43,0.524
3859,51,85,34,31.37,0.523
3860,51,86,35,31.37,0.523
3861,51,87,36,31.37,0.523
3862,51,88,37,31.37,0.523
3863,51,89,38,34.52,0.575
3864,51,90,39,34.52,0.575
3865,51,91,40,34.52,0.575
3866,51,92,41,34.52,0.575
3867,51,93,42,34.52,0.575
3868,51,94,43,38.16,0.636
3869,51,95,44,38.16,0.636
3870,51,96,45,38.16,0.636
3871,51,97,46,38.16,0.636
3872,51,98,47,38.16,0.636
3873,51,99,48,42.62,0.71
3874,51,100,49,42.62,0.71
3875,52,53,1,8.53,0.142
3876,52,54,2,8.53,0.142
3877,52,55,3,8.53,0.142
3878,52,56,4,8.53,0.142
3879,52,57,5,8.53,0.142
3880,52,58,6,8.53,0.142
3881,52,59,7,8.53,0.142
3882,52,60,8,9,0.15
3883,52,61,9,9,0.15
3884,52,62,10,9,0.15
3885,52,63,11,9,0.15
3886,52,64,12,9,0.15
3887,52,65,13,15.05,0.251
3888,52,66,14,15.05,0.251
3889,52,67,15,15.05,0.251
3890,52,68,16,14.04,0.234
3891,52,69,17,14.04,0.234
3892,52,70,18,16.41,0.274
3893,52,71,19,16.41,0.274
3894,52,72,20,16.41,0.274
3895,52,73,21,17.84,0.297
3896,52,74,22,17.84,0.297
3897,52,75,23,22.6,0.377
3898,52,76,24,22.6,0.377
3899,52,77,25,22.6,0.377
3900,52,78,26,22.6,0.377
3901,52,79,27,22.6,0.377
3902,52,80,28,24.75,0.413
3903,52,81,29,24.75,0.413
3904,52,82,30,24.75,0.413
3905,52,83,31,24.75,0.413
3906,52,84,32,24.75,0.413
3907,52,85,33,31.37,0.523
3908,52,86,34,31.37,0.523
3909,52,87,35,31.37,0.523
3910,52,88,36,31.37,0.523
3911,52,89,37,31.37,0.523
3912,52,90,38,34.52,0.575
3913,52,91,39,34.52,0.575
3914,52,92,40,34.52,0.575
3915,52,93,41,34.52,0.575
3916,52,94,42,34.52,0.575
3917,52,95,43,38.16,0.636
3918,52,96,44,38.16,0.636
3919,52,97,45,38.16,0.636
3920,52,98,46,38.16,0.636
3921,52,99,47,38.16,0.636
3922,52,100,48,42.62,0.71
3923,53,54,1,8.53,0.142
3924,53,55,2,8.53,0.142
3925,53,56,3,8.53,0.142
3926,53,57,4,8.53,0.142
3927,53,58,5,8.53,0.142
3928,53,59,6,8.53,0.142
3929,53,60,7,9.02,0.15
3930,53,61,8,9,0.15
3931,53,62,9,9,0.15
3932,53,63,10,9,0.15
3933,53,64,11,9,0.15
3934,53,65,12,9,0.15
3935,53,66,13,15.05,0.251
3936,53,67,14,15.05,0.251
3937,53,68,15,14.04,0.234
3938,53,69,16,14.04,0.234
3939,53,70,17,14.04,0.234
3940,53,71,18,17.84,0.297
3941,53,72,19,17.84,0.297
3942,53,73,20,19.28,0.321
3943,53,74,21,19.28,0.321
3944,53,75,22,19.28,0.321
3945,53,76,23,22.54,0.376
3946,53,77,24,22.54,0.376
3947,53,78,25,22.54,0.376
3948,53,79,26,22.54,0.376
3949,53,80,27,22.54,0.376
3950,53,81,28,24.72,0.412
3951,53,82,29,24.72,0.412
3952,53,83,30,24.72,0.412
3953,53,84,31,24.72,0.412
3954,53,85,32,24.72,0.412
3955,53,86,33,31.37,0.523
3956,53,87,34,31.37,0.523
3957,53,88,35,31.37,0.523
3958,53,89,36,31.37,0.523
3959,53,90,37,31.37,0.523
3960,53,91,38,33.99,0.566
3961,53,92,39,33.99,0.566
3962,53,93,40,33.99,0.566
3963,53,94,41,33.99,0.566
3964,53,95,42,33.99,0.566
3965,53,96,43,37.89,0.632
3966,53,97,44,37.89,0.632
3967,53,98,45,37.89,0.632
3968,53,99,46,37.89,0.632
3969,53,100,47,37.89,0.632
3970,54,55,1,8.53,0.142
3971,54,56,2,8.53,0.142
3972,54,57,3,8.53,0.142
3973,54,58,4,8.53,0.142
3974,54,59,5,8.53,0.142
3975,54,60,6,9.02,0.15
3976,54,61,7,9.02,0.15
3977,54,62,8,9,0.15
3978,54,63,9,9,0.15
3979,54,64,10,9,0.15
3980,54,65,11,9,0.15
3981,54,66,12,9,0.15
3982,54,67,13,15.05,0.251
3983,54,68,14,14.04,0.234
3984,54,69,15,14.04,0.234
3985,54,70,16,14.04,0.234
3986,54,71,17,14.04,0.234
3987,54,72,18,17.84,0.297
3988,54,73,19,19.28,0.321
3989,54,74,20,19.28,0.321
3990,54,75,21,19.28,0.321
3991,54,76,22,19.28,0.321
3992,54,77,23,22.54,0.376
3993,54,78,24,22.54,0.376
3994,54,79,25,22.54,0.376
3995,54,80,26,22.54,0.376
3996,54,81,27,22.54,0.376
3997,54,82,28,24.72,0.412
3998,54,83,29,24.72,0.412
3999,54,84,30,24.72,0.412
4000,54,85,31,24.72,0.412
4001,54,86,32,24.72,0.412
4002,54,87,33,31.37,0.523
4003,54,88,34,31.37,0.523
4004,54,89,35,31.37,0.523
4005,54,90,36,31.37,0.523
4006,54,91,37,31.37,0.523
4007,54,92,38,33.99,0.566
4008,54,93,39,33.99,0.566
4009,54,94,40,33.99,0.566
4010,54,95,41,33.99,0.566
4011,54,96,42,33.99,0.566
4012,54,97,43,37.89,0.632
4013,54,98,44,37.89,0.632
4014,54,99,45,37.89,0.632
4015,54,100,46,37.89,0.632
4016,55,56,1,8.53,0.142
4017,55,57,2,8.53,0.142
4018,55,58,3,8.53,0.142
4019,55,59,4,8.53,0.142
4020,55,60,5,9.02,0.15
4021,55,61,6,9.02,0.15
4022,55,62,7,9.02,0.15
4023,55,63,8,9,0.15
4024,55,64,9,9,0.15
4025,55,65,10,9,0.15
4026,55,66,11,9,0.15
4027,55,67,12,9,0.15
4028,55,68,13,14.04,0.234
4029,55,69,14,14.04,0.234
4030,55,70,15,14.04,0.234
4031,55,71,16,14.04,0.234
4032,55,72,17,14.04,0.234
4033,55,73,18,19.28,0.321
4034,55,74,19,19.28,0.321
4035,55,75,20,19.28,0.321
4036,55,76,21,19.28,0.321
4037,55,77,22,19.28,0.321
4038,55,78,23,22.54,0.376
4039,55,79,24,22.54,0.376
4040,55,80,25,22.54,0.376
4041,55,81,26,22.54,0.376
4042,55,82,27,22.54,0.376
4043,55,83,28,24.72,0.412
4044,55,84,29,24.72,0.412
4045,55,85,30,24.72,0.412
4046,55,86,31,24.72,0.412
4047,55,87,32,24.72,0.412
4048,55,88,33,31.37,0.523
4049,55,89,34,31.37,0.523
4050,55,90,35,31.37,0.523
4051,55,91,36,31.37,0.523
4052,55,92,37,31.37,0.523
4053,55,93,38,33.99,0.566
4054,55,94,39,33.99,0.566
4055,55,95,40,33.99,0.566
4056,55,96,41,33.99,0.566
4057,55,97,42,33.99,0.566
4058,55,98,43,37.89,0.632
4059,55,99,44,37.89,0.632
4060,55,100,45,37.89,0.632
4061,56,57,1,8.53,0.142
4062,56,58,2,8.53,0.142
4063,56,59,3,8.53,0.142
4064,56,60,4,9.02,0.15
4065,56,61,5,9.02,0.15
4066,56,62,6,9.02,0.15
4067,56,63,7,9.02,0.15
4068,56,64,8,9,0.15
4069,56,65,9,9,0.15
4070,56,66,10,9,0.15
4071,56,67,11,9,0.15
4072,56,68,12,9,0.15
4073,56,69,13,14.04,0.234
4074,56,70,14,14.04,0.234
4075,56,71,15,14.04,0.234
4076,56,72,16,14.04,0.234
4077,56,73,17,14.67,0.244
4078,56,74,18,19.28,0.321
4079,56,75,19,19.28,0.321
4080,56,76,20,19.28,0.321
4081,56,77,21,19.28,0.321
4082,56,78,22,19.28,0.321
4083,56,79,23,22.54,0.376
4084,56,80,24,22.54,0.376
4085,56,81,25,22.54,0.376
4086,56,82,26,22.54,0.376
4087,56,83,27,22.54,0.376
4088,56,84,28,24.72,0.412
4089,56,85,29,24.72,0.412
4090,56,86,30,24.72,0.412
4091,56,87,31,24.72,0.412
4092,56,88,32,24.72,0.412
4093,56,89,33,31.37,0.523
4094,56,90,34,31.37,0.523
4095,56,91,35,31.37,0.523
4096,56,92,36,31.37,0.523
4097,56,93,37,31.37,0.523
4098,56,94,38,33.99,0.566
4099,56,95,39,33.99,0.566
4100,56,96,40,33.99,0.566
4101,56,97,41,33.99,0.566
4102,56,98,42,33.99,0.566
4103,56,99,43,37.89,0.632
4104,56,100,44,37.89,0.632
4105,57,58,1,8.53,0.142
4106,57,59,2,8.53,0.142
4107,57,60,3,9.02,0.15
4108,57,61,4,9.02,0.15
4109,57,62,5,9.02,0.15
4110,57,63,6,9.02,0.15
4111,57,64,7,9.02,0.15
4112,57,65,8,9,0.15
4113,57,66,9,9,0.15
4114,57,67,10,9,0.15
4115,57,68,11,9,0.15
4116,57,69,12,9,0.15
4117,57,70,13,14.04,0.234
4118,57,71,14,14.04,0.234
4119,57,72,15,14.04,0.234
4120,57,73,16,14.67,0.244
4121,57,74,17,14.67,0.244
4122,57,75,18,19.28,0.321
4123,57,76,19,19.28,0.321
4124,57,77,20,19.28,0.321
4125,57,78,21,19.28,0.321
4126,57,79,22,19.28,0.321
4127,57,80,23,22.54,0.376
4128,57,81,24,22.54,0.376
4129,57,82,25,22.54,0.376
4130,57,83,26,22.54,0.376
4131,57,84,27,22.54,0.376
4132,57,85,28,24.72,0.412
4133,57,86,29,24.72,0.412
4134,57,87,30,24.72,0.412
4135,57,88,31,24.72,0.412
4136,57,89,32,24.72,0.412
4137,57,90,33,31.37,0.523
4138,57,91,34,31.37,0.523
4139,57,92,35,31.37,0.523
4140,57,93,36,31.37,0.523
4141,57,94,37,31.37,0.523
4142,57,95,38,33.99,0.566
4143,57,96,39,33.99,0.566
4144,57,97,40,33.99,0.566
4145,57,98,41,33.99,0.566
4146,57,99,42,33.99,0.566
4147,57,100,43,37.89,0.632
4148,58,59,1,8.53,0.142
4149,58,60,2,9.02,0.15
4150,58,61,3,9.02,0.15
4151,58,62,4,9.02,0.15
4152,58,63,5,9.02,0.15
4153,58,64,6,9.02,0.15
4154,58,65,7,9.02,0.15
4155,58,66,8,9,0.15
4156,58,67,9,9,0.15
4157,58,68,10,9,0.15
4158,58,69,11,9,0.15
4159,58,70,12,9,0.15
4160,58,71,13,14.04,0.234
4161,58,72,14,14.04,0.234
4162,58,73,15,14.67,0.244
4163,58,74,16,14.67,0.244
4164,58,75,17,14.67,0.244
4165,58,76,18,19.28,0.321
4166,58,77,19,19.28,0.321
4167,58,78,20,19.28,0.321
4168,58,79,21,19.28,0.321
4169,58,80,22,19.28,0.321
4170,58,81,23,22.54,0.376
4171,58,82,24,22.54,0.376
4172,58,83,25,22.54,0.376
4173,58,84,26,22.54,0.376
4174,58,85,27,22.54,0.376
4175,58,86,28,24.72,0.412
4176,58,87,29,24.72,0.412
4177,58,88,30,24.72,0.412
4178,58,89,31,24.72,0.412
4179,58,90,32,24.72,0.412
4180,58,91,33,31.37,0.523
4181,58,92,34,31.37,0.523
4182,58,93,35,31.37,0.523
4183,58,94,36,31.37,0.523
4184,58,95,37,31.37,0.523
4185,58,96,38,33.99,0.566
4186,58,97,39,33.99,0.566
4187,58,98,40,33.99,0.566
4188,58,99,41,33.99,0.566
4189,58,100,42,34.12,0.569
4190,59,60,1,9.02,0.15
4191,59,61,2,9.02,0.15
4192,59,62,3,9.02,0.15
4193,59,63,4,9.02,0.15
4194,59,64,5,9.02,0.15
4195,59,65,6,9.02,0.15
4196,59,66,7,9.02,0.15
4197,59,67,8,9,0.15
4198,59,68,9,9,0.15
4199,59,69,10,9,0.15
4200,59,70,11,9,0.15
4201,59,71,12,9,0.15
4202,59,72,13,14.04,0.234
4203,59,73,14,14.67,0.244
4204,59,74,15,14.67,0.244
4205,59,75,16,14.67,0.244
4206,59,76,17,14.67,0.244
4207,59,77,18,19.28,0.321
4208,59,78,19,19.28,0.321
4209,59,79,20,19.28,0.321
4210,59,80,21,19.28,0.321
4211,59,81,22,19.28,0.321
4212,59,82,23,22.54,0.376
4213,59,83,24,22.54,0.376
4214,59,84,25,22.54,0.376
4215,59,85,26,22.54,0.376
4216,59,86,27,22.54,0.376
4217,59,87,28,24.72,0.412
4218,59,88,29,24.72,0.412
4219,59,89,30,24.72,0.412
4220,59,90,31,24.72,0.412
4221,59,91,32,25.85,0.431
4222,59,92,33,31.37,0.523
4223,59,93,34,31.37,0.523
4224,59,94,35,31.37,0.523
4225,59,95,36,31.37,0.523
4226,59,96,37,31.37,0.523
4227,59,97,38,33.99,0.566
4228,59,98,39,33.99,0.566
4229,59,99,40,33.99,0.566
4230,59,100,41,34.12,0.569
4231,60,61,1,9.02,0.15
4232,60,62,2,9.02,0.15
4233,60,63,3,9.02,0.15
4234,60,64,4,9.02,0.15
4235,60,65,5,9.02,0.15
4236,60,66,6,9.02,0.15
4237,60,67,7,9.02,0.15
4238,60,68,8,9,0.15
4239,60,69,9,9,0.15
4240,60,70,10,9,0.15
4241,60,71,11,9,0.15
4242,60,72,12,9,0.15
4243,60,73,13,14.67,0.244
4244,60,74,14,14.67,0.244
4245,60,75,15,14.67,0.244
4246,60,76,16,14.67,0.244
4247,60,77,17,14.67,0.244
4248,60,78,18,19.28,0.321
4249,60,79,19,19.28,0.321
4250,60,80,20,19.28,0.321
4251,60,81,21,19.28,0.321
4252,60,82,22,19.28,0.321
4253,60,83,23,22.54,0.376
4254,60,84,24,22.54,0.376
4255,60,85,25,22.54,0.376
4256,60,86,26,22.54,0.376
4257,60,87,27,22.54,0.376
4258,60,88,28,24.72,0.412
4259,60,89,29,24.72,0.412
4260,60,90,30,24.72,0.412
4261,60,91,31,25.85,0.431
4262,60,92,32,25.85,0.431
4263,60,93,33,31.37,0.523
4264,60,94,34,31.37,0.523
4265,60,95,35,31.37,0.523
4266,60,96,36,31.37,0.523
4267,60,97,37,31.37,0.523
4268,60,98,38,33.99,0.566
4269,60,99,39,33.99,0.566
4270,60,100,40,34.12,0.569
4271,61,62,1,9.02,0.15
4272,61,63,2,9.02,0.15
4273,61,64,3,9.02,0.15
4274,61,65,4,9.02,0.15
4275,61,66,5,9.02,0.15
4276,61,67,6,9.02,0.15
4277,61,68,7,9.02,0.15
4278,61,69,8,9,0.15
4279,61,70,9,9,0.15
4280,61,71,10,9,0.15
4281,61,72,11,9,0.15
4282,61,73,12,9,0.15
4283,61,74,13,14.67,0.244
4284,61,75,14,14.67,0.244
4285,61,76,15,14.67,0.244
4286,61,77,16,14.67,0.244
4287,61,78,17,14.67,0.244
4288,61,79,18,19.28,0.321
4289,61,80,19,19.28,0.321
4290,61,81,20,19.28,0.321
4291,61,82,21,19.28,0.321
4292,61,83,22,19.2,0.32
4293,61,84,23,22.54,0.376
4294,61,85,24,22.54,0.376
4295,61,86,25,22.54,0.376
4296,61,87,26,22.54,0.376
4297,61,88,27,22.5,0.375
4298,61,89,28,24.72,0.412
4299,61,90,29,24.72,0.412
4300,61,91,30,25.85,0.431
4301,61,92,31,25.85,0.431
4302,61,93,32,25.85,0.431
4303,61,94,33,31.37,0.523
4304,61,95,34,31.37,0.523
4305,61,96,35,31.37,0.523
4306,61,97,36,31.37,0.523
4307,61,98,37,31.37,0.523
4308,61,99,38,33.99,0.566
4309,61,100,39,34.12,0.569
4310,62,63,1,9.02,0.15
4311,62,64,2,9.02,0.15
4312,62,65,3,9.02,0.15
4313,62,66,4,9.02,0.15
4314,62,67,5,9.02,0.15
4315,62,68,6,9.02,0.15
4316,62,69,7,9.02,0.15
4317,62,70,8,9,0.15
4318,62,71,9,9,0.15
4319,62,72,10,9,0.15
4320,62,73,11,9,0.15
4321,62,74,12,9,0.15
4322,62,75,13,14.67,0.244
4323,62,76,14,14.67,0.244
4324,62,77,15,14.67,0.244
4325,62,78,16,14.67,0.244
4326,62,79,17,14.67,0.244
4327,62,80,18,19.28,0.321
4328,62,81,19,19.28,0.321
4329,62,82,20,19.28,0.321
4330,62,83,21,19.2,0.32
4331,62,84,22,19.2,0.32
4332,62,85,23,22.54,0.376
4333,62,86,24,22.54,0.376
4334,62,87,25,22.54,0.376
4335,62,88,26,22.5,0.375
4336,62,89,27,22.5,0.375
4337,62,90,28,24.72,0.412
4338,62,91,29,25.85,0.431
4339,62,92,30,25.85,0.431
4340,62,93,31,25.85,0.431
4341,62,94,32,25.85,0.431
4342,62,95,33,31.37,0.523
4343,62,96,34,31.37,0.523
4344,62,97,35,31.37,0.523
4345,62,98,36,31.37,0.523
4346,62,99,37,31.37,0.523
4347,62,100,38,34.12,0.569
4348,63,64,1,8.77,0.146
4349,63,65,2,8.77,0.146
4350,63,66,3,8.77,0.146
4351,63,67,4,8.77,0.146
4352,63,68,5,8.77,0.146
4353,63,69,6,8.77,0.146
4354,63,70,7,8.77,0.146
4355,63,71,8,8.76,0.146
4356,63,72,9,8.76,0.146
4357,63,73,10,8.76,0.146
4358,63,74,11,8.76,0.146
4359,63,75,12,8.76,0.146
4360,63,76,13,14.42,0.24
4361,63,77,14,14.42,0.24
4362,63,78,15,14.42,0.24
4363,63,79,16,14.42,0.24
4364,63,80,17,14.42,0.24
4365,63,81,18,20.71,0.345
4366,63,82,19,20.71,0.345
4367,63,83,20,20.63,0.344
4368,63,84,21,20.63,0.344
4369,63,85,22,20.63,0.344
4370,63,86,23,23.04,0.384
4371,63,87,24,23.04,0.384
4372,63,88,25,23,0.383
4373,63,89,26,23,0.383
4374,63,90,27,23,0.383
4375,63,91,28,26.35,0.439
4376,63,92,29,26.35,0.439
4377,63,93,30,26.35,0.439
4378,63,94,31,26.35,0.439
4379,63,95,32,26.35,0.439
4380,63,96,33,31.3,0.522
4381,63,97,34,31.3,0.522
4382,63,98,35,31.3,0.522
4383,63,99,36,31.3,0.522
4384,63,100,37,31.3,0.522
4385,64,65,1,8.77,0.146
4386,64,66,2,8.77,0.146
4387,64,67,3,8.77,0.146
4388,64,68,4,8.77,0.146
4389,64,69,5,8.77,0.146
4390,64,70,6,8.77,0.146
4391,64,71,7,8.77,0.146
4392,64,72,8,8.76,0.146
4393,64,73,9,8.76,0.146
4394,64,74,10,8.76,0.146
4395,64,75,11,8.76,0.146
4396,64,76,12,8.76,0.146
4397,64,77,13,14.42,0.24
4398,64,78,14,14.42,0.24
4399,64,79,15,14.42,0.24
4400,64,80,16,14.42,0.24
4401,64,81,17,14.42,0.24
4402,64,82,18,20.71,0.345
4403,64,83,19,20.63,0.344
4404,64,84,20,20.63,0.344
4405,64,85,21,20.63,0.344
4406,64,86,22,20.63,0.344
4407,64,87,23,23.04,0.384
4408,64,88,24,23,0.383
4409,64,89,25,23,0.383
4410,64,90,26,23,0.383
4411,64,91,27,24.13,0.402
4412,64,92,28,26.35,0.439
4413,64,93,29,26.35,0.439
4414,64,94,30,26.35,0.439
4415,64,95,31,26.35,0.439
4416,64,96,32,26.35,0.439
4417,64,97,33,31.3,0.522
4418,64,98,34,31.3,0.522
4419,64,99,35,31.3,0.522
4420,64,100,36,31.3,0.522
4421,65,66,1,8.77,0.146
4422,65,67,2,8.77,0.146
4423,65,68,3,8.77,0.146
4424,65,69,4,8.77,0.146
4425,65,70,5,8.77,0.146
4426,65,71,6,8.77,0.146
4427,65,72,7,8.77,0.146
4428,65,73,8,8.76,0.146
4429,65,74,9,8.76,0.146
4430,65,75,10,8.76,0.146
4431,65,76,11,8.76,0.146
4432,65,77,12,8.76,0.146
4433,65,78,13,14.42,0.24
4434,65,79,14,14.42,0.24
4435,65,80,15,14.42,0.24
4436,65,81,16,14.42,0.24
4437,65,82,17,14.42,0.24
4438,65,83,18,20.63,0.344
4439,65,84,19,20.63,0.344
4440,65,85,20,20.63,0.344
4441,65,86,21,20.63,0.344
4442,65,87,22,20.63,0.344
4443,65,88,23,23,0.383
4444,65,89,24,23,0.383
4445,65,90,25,23,0.383
4446,65,91,26,24.13,0.402
4447,65,92,27,24.13,0.402
4448,65,93,28,26.35,0.439
4449,65,94,29,26.35,0.439
4450,65,95,30,26.35,0.439
4451,65,96,31,26.35,0.439
4452,65,97,32,26.35,0.439
